masterid,sampleid,sampledate,latitude,longitude,county,smcshed,csci
403STC021,403STC021_05172017_BMI_RWB_1,5/17/2017 0:00,34.64667,-119.06944,Ventura,Santa Clara,0.97157555
412M08627,412M08627_05172017_BMI_RWB_MCM_1,5/17/2017 0:00,33.86326,-118.19655,Los Angeles,Los Angeles,0.3877289
412M08630,412M08630_05172017_BMI_RWB_1,5/17/2017 0:00,34.05961,-118.08902,Los Angeles,Los Angeles,0.31717987
412M08632,412M08632_05172017_BMI_RWB_MCM_1,5/17/2017 0:00,34.23834,-118.6077,Los Angeles,Los Angeles,0.36662216
906M21738,906M21738_05162017_BMI_RWB_1,5/16/2017 0:00,32.92288,-117.18625,San Diego,Central San Diego,0.7507808
901NP9HJC,901NP9HJC_05112017_BMI_RWB_1,5/11/2017 0:00,33.68461,-117.51474,Orange,San Juan,0.94080005
906M21758,906M21758_05112017_BMI_RWB_1,5/11/2017 0:00,32.94264,-117.10754,San Diego,Central San Diego,0.81534291
901NP9FLC,901NP9FLC_05102017_BMI_RWB_1,5/10/2017 0:00,33.67583,-117.53655,Orange,San Juan,0.97923149
901NP9LCC,901NP9LCC_05102017_BMI_RWB_1,5/10/2017 0:00,33.62752,-117.42857,Riverside,San Juan,0.8911926
901S01849,901S01849_05102017_BMI_RWB_1,5/10/2017 0:00,33.55523,-117.39779,Riverside,San Juan,1.11429151
911NP9ATC,911NP9ATC_05102017_BMI_RWB_1,5/10/2017 0:00,32.76824,-116.41757,San Diego,Southern San Diego,1.04549923
911TJKC1x,911TJKC1x_05102017_BMI_RWB_1,5/10/2017 0:00,32.7598,-116.45078,San Diego,Southern San Diego,0.67921507
901S00469,901S00469_05092017_BMI_RWB_1,5/9/2017 0:00,33.52999,-117.40855,Riverside,San Juan,1.09879607
901S01705,901S01705_05092017_BMI_RWB_1,5/9/2017 0:00,33.60369,-117.51,Orange,San Juan,0.98625526
907M23362,907M23362_05092017_BMI_RWB_1,5/9/2017 0:00,32.9918,-116.71432,San Diego,Mission Bay and San Diego River,0.95206972
911S00858,911S00858_05092017_BMI_RWB_1,5/9/2017 0:00,32.90282,-116.49337,San Diego,Southern San Diego,0.95589196
910M24924,910M24924_05052017_BMI_RWB_1,5/5/2017 0:00,32.5915,-117.07624,San Diego,Southern San Diego,0.58562148
905M21756,905M21756_05042017_BMI_RWB_1,5/4/2017 0:00,33.05619,-117.04124,San Diego,Central San Diego,0.70661209
905SDBDN9,905SDBDN9_05042017_BMI_RWB_1,5/4/2017 0:00,33.09184,-116.89774,San Diego,Central San Diego,0.97360427
905WE0679,905WE0679_05042017_BMI_RWB_1,5/4/2017 0:00,33.13163,-116.6544,San Diego,Central San Diego,1.08652166
903M20177,903M20177_05032017_BMI_RWB_1,5/3/2017 0:00,33.39672,-117.11527,San Diego,Northern San Diego,0.76368824
903SLFRCx,903SLFRCx_05032017_BMI_RWB_1,5/3/2017 0:00,33.3441,-116.88046,San Diego,Northern San Diego,0.69991821
SMC00574,SMC00574_05032017_BMI_RWB_1,5/3/2017 0:00,33.87972,-118.10851,Los Angeles,San Gabriel,0.29277866
SMC03390,SMC03390_05032017_BMI_RWB_1,5/3/2017 0:00,33.82267,-118.09186,Los Angeles,San Gabriel,0.44310839
SMC04670,SMC04670_05032017_BMI_RWB_1,5/3/2017 0:00,33.86506,-118.10456,Los Angeles,San Gabriel,0.42828268
909SWCASR,909SWCASR_05022017_BMI_RWB_1,5/2/2017 0:00,32.94249,-116.55409,San Diego,Southern San Diego,0.8597992
911COPPER,911COPPER_05022017_BMI_RWB_1,5/2/2017 0:00,32.5616,-116.8291,San Diego,Southern San Diego,0.7785566
911NP9UCW,911NP9UCW_05022017_BMI_RWB_1,5/2/2017 0:00,32.81829,-116.49235,San Diego,Southern San Diego,0.89961488
SMC00236,SMC00236_05022017_BMI_RWB_1,5/2/2017 0:00,34.08951,-117.94783,Los Angeles,San Gabriel,0.72488397
408M03038,408M03038_04272017_BMI_RWB_1,4/27/2017 0:00,34.27491,-118.88512,Ventura,Calleguas,0.63562256
402M00046,402M00046_04262017_BMI_RWB_1,4/26/2017 0:00,34.42402,-119.30011,Ventura,Ventura,0.75998142
404M04517,404M04517_04262017_BMI_RWB_MCM_1,4/26/2017 0:00,34.17649,-118.70612,Ventura,Santa Monica Bay,0.75903605
402M00030,402M00030_04192017_BMI_RWB_1,4/19/2017 0:00,34.43881,-119.29959,Ventura,Ventura,0.63105034
402M00042,402M00042_04192017_BMI_RWB_1,4/19/2017 0:00,34.46039,-119.28891,Ventura,Ventura,0.66925225
903NP9SLR,903NP9SLR_04192017_BMI_RWB_1,4/19/2017 0:00,33.34992,-116.6649,San Diego,Northern San Diego,0.91269096
CC-CR,CC-CR_04102017_BMI_RWB_1,4/10/2017 0:00,33.45942,-117.56869,Orange,San Juan,0.7795638
REF-FC,REF-FC_04102017_BMI_RWB_1,4/10/2017 0:00,33.79101,-117.71934,Orange,Lower Santa Ana,0.49035686
911NP9SCC,911NP9SCC_04062017_BMI_RWB_1,4/6/2017 0:00,32.76151,-116.63649,San Diego,Southern San Diego,0.88869083
901NP9CSC,901NP9CSC_04042017_BMI_RWB_1,4/4/2017 0:00,33.5919,-117.5216,Orange,San Juan,0.76885952
911M24934,911M24934_04042017_BMI_RWB_1,4/4/2017 0:00,32.76761,-116.65057,San Diego,Southern San Diego,0.8128244
911M24945,911M24945_04042017_BMI_RWB_1,4/4/2017 0:00,32.74334,-116.46741,San Diego,Southern San Diego,0.73415079
909NP9DCC,909NP9DCC_04032017_BMI_RWB_1,4/3/2017 0:00,32.89021,-116.57465,San Diego,Southern San Diego,0.66514429
909NP9UNT,909NP9UNT_04032017_BMI_RWB_1,4/3/2017 0:00,32.88172,-116.58538,San Diego,Southern San Diego,0.79943964
901NP9MRC,901NP9MRC_03272017_BMI_RWB_1,3/27/2017 0:00,33.62609,-117.38953,Riverside,San Juan,0.72376012
SGLT508,SGLT508_08182016_BMI_RWB_1,8/18/2016 0:00,33.79683,-118.08883,Los Angeles,San Gabriel,0.39046968
404M04599,404M04599_08032016_BMI_RWB_1,8/3/2016 0:00,34.09458,-118.92442,Ventura,Santa Monica Bay,1.02039598
412M08610,412M08610_07142016_BMI_RWB_1,7/14/2016 0:00,34.20112,-118.01825,Los Angeles,Los Angeles,0.9712706
412PS0040,412PS0040_07142016_BMI_RWB_MCM_1,7/14/2016 0:00,34.26065,-118.48935,Los Angeles,Los Angeles,0.5598406
408M03020,408M03020_07122016_BMI_RWB_MCM_1,7/12/2016 0:00,34.16846,-119.05726,Ventura,Calleguas,0.41943736
405PS0036,405PS0036_07112016_BMI_RWB_1,7/11/2016 0:00,34.24118,-117.93426,Los Angeles,San Gabriel,0.91854013
SGUT503,SGUT503_07112016_BMI_RWB_1,7/11/2016 0:00,34.29216,-117.83856,Los Angeles,San Gabriel,1.05159437
412M08615,412M08615_07072016_BMI_RWB_MCM_1,7/7/2016 0:00,34.14392,-118.34294,Los Angeles,Los Angeles,0.6546155
403M01522,403M01522_06292016_BMI_RWB_1,6/29/2016 0:00,34.41442,-118.78842,Ventura,Santa Clara,0.40015611
408M03027,408M03027_06292016_BMI_RWB_1,6/29/2016 0:00,34.22489,-118.92975,Ventura,Calleguas,0.76969452
403M05780,403M05780_06262016_BMI_RWB_1,6/26/2016 0:00,34.60452,-118.55686,Los Angeles,Santa Clara,0.86151329
405M10600,405M10600_06242016_BMI_RWB_MCM_1,6/24/2016 0:00,33.85293,-118.10127,Los Angeles,San Gabriel,0.37130822
SMC01278,SMC01278_06232016_BMI_RWB_MCM_1,6/23/2016 0:00,33.82099,-118.06645,Los Angeles,San Gabriel,0.384579
403M05774,403M05774_06222016_BMI_RWB_1,6/22/2016 0:00,34.42692,-118.62067,Los Angeles,Santa Clara,0.77506148
909M24937,909M24937_06222016_BMI_RWB_1,6/22/2016 0:00,32.81935,-116.70775,San Diego,Southern San Diego,0.87653801
412M08622,412M08622_06212016_BMI_RWB_1,6/21/2016 0:00,34.19378,-118.10274,Los Angeles,Los Angeles,0.90626517
408M03036,408M03036_06202016_BMI_RWB_MCM_1,6/20/2016 0:00,34.17991,-119.07852,Ventura,Calleguas,0.24766058
907M23348,907M23348_06172016_BMI_RWB_1,6/17/2016 0:00,32.7862,-117.11484,San Diego,Mission Bay and San Diego River,0.5074023
404M07358,404M07358_06162016_BMI_RWB_1,6/16/2016 0:00,33.98675,-118.41043,Los Angeles,Santa Monica Bay,0.36621572
801M15378,801M15378_06162016_BMI_RWB_1,6/16/2016 0:00,34.24433,-117.50774,San Bernardino,Middle Santa Ana,1.09849071
801RB8207,801RB8207_06162016_BMI_RWB_1,6/16/2016 0:00,33.974684,-117.092737,Riverside,Upper Santa Ana,0.80661141
403M01500,403M01500_06152016_BMI_RWB_MCM_1,6/15/2016 0:00,34.29132,-119.14776,Ventura,Santa Clara,0.43150489
403M01528,403M01528_06152016_BMI_RWB_MCM_1,6/15/2016 0:00,34.27599,-119.14219,Ventura,Santa Clara,0.37462963
801M15414,801M15414_06152016_BMI_RWB_1,6/15/2016 0:00,34.18646,-117.18547,San Bernardino,Upper Santa Ana,1.10437647
801M15424,801M15424_06142016_BMI_RWB_1,6/14/2016 0:00,33.99181,-117.59958,San Bernardino,Middle Santa Ana,0.50392613
801RB8598,801RB8598_06142016_BMI_RWB_1,6/14/2016 0:00,34.119657,-117.54008,San Bernardino,Middle Santa Ana,0.29379236
904M21729,904M21729_06142016_BMI_RWB_1,6/14/2016 0:00,33.09835,-117.13358,San Diego,Central San Diego,0.81445632
SMC01096,SMC01096_06142016_BMI_RWB_1,6/14/2016 0:00,34.28465,-118.29343,Los Angeles,Los Angeles,0.76260127
SMC01544,SMC01544_06142016_BMI_RWB_1,6/14/2016 0:00,34.29729,-118.24843,Los Angeles,Los Angeles,0.84277761
404M07357,404M07357_06132016_BMI_RWB_1,6/13/2016 0:00,34.07936,-118.59437,Los Angeles,Santa Monica Bay,0.78172571
801CYC398,801CYC398_06092016_BMI_RWB_1,6/9/2016 0:00,34.13646,-117.18965,San Bernardino,Upper Santa Ana,1.04280009
907M23330,907M23330_06092016_BMI_RWB_1,6/9/2016 0:00,33.00358,-116.70228,San Diego,Mission Bay and San Diego River,0.96401838
801RB8567,801RB8567_06082016_BMI_RWB_1,6/8/2016 0:00,33.971554,-117.082221,Riverside,Upper Santa Ana,0.79660356
801STW085,801STW085_06082016_BMI_RWB_1,6/8/2016 0:00,34.0498692,-117.23326,San Bernardino,Upper Santa Ana,0.64086808
907M23327,907M23327_06082016_BMI_RWB_1,6/8/2016 0:00,32.8378,-116.78974,San Diego,Mission Bay and San Diego River,0.62460478
907M23331,907M23331_06082016_BMI_RWB_1,6/8/2016 0:00,32.84058,-116.90771,San Diego,Mission Bay and San Diego River,0.77045165
902M20173,902M20173_06072016_BMI_RWB_1,6/7/2016 0:00,33.40528,-117.18096,San Diego,Northern San Diego,0.42039162
903M20165,903M20165_06072016_BMI_RWB_1,6/7/2016 0:00,33.2747,-117.18089,San Diego,Northern San Diego,0.60421869
402M00015,402M00015_06062016_BMI_RWB_1,6/6/2016 0:00,34.47484,-119.29151,Ventura,Ventura,0.70618774
402M00029,402M00029_06062016_BMI_RWB_1,6/6/2016 0:00,34.35798,-119.31172,Ventura,Ventura,0.35481957
412M08608,412M08608_06022016_BMI_RWB_1,6/2/2016 0:00,34.18543,-118.49768,Los Angeles,Los Angeles,0.48565805
412M08616,412M08616_06022016_BMI_RWB_1,6/2/2016 0:00,34.18855,-118.61028,Los Angeles,Los Angeles,0.49051048
412PS0020,412PS0020_06022016_BMI_RWB_MCM_1,6/2/2016 0:00,34.07077,-118.09545,Los Angeles,Los Angeles,0.31602819
403CE0188,403CE0188_05262016_BMI_RWB_1,5/26/2016 0:00,34.35646,-119.04752,Ventura,Santa Clara,0.92141272
403BA0136,403BA0136_05252016_BMI_RWB_1,5/25/2016 0:00,34.51202,-118.45038,Los Angeles,Santa Clara,0.65561644
403CE0156,403CE0156_05242016_BMI_RWB_1,5/24/2016 0:00,34.37746,-119.05968,Ventura,Santa Clara,1.0017414
403R4S193,403R4S193_05242016_BMI_RWB_1,5/24/2016 0:00,34.41722,-118.78927,Ventura,Santa Clara,0.61150951
801M16908,801M16908_05242016_BMI_RWB_1,5/24/2016 0:00,33.91828,-117.63602,Riverside,Middle Santa Ana,0.78274644
801M16916,801M16916_05242016_BMI_RWB_1,5/24/2016 0:00,33.96417,-117.49156,Riverside,Middle Santa Ana,0.73325394
403WE1021,403WE1021_05232016_BMI_RWB_1,5/23/2016 0:00,34.63193,-118.52977,Los Angeles,Santa Clara,0.19916144
801M12641,801M12641_05192016_BMI_RWB_MCM_1,5/19/2016 0:00,33.69422,-117.88292,Orange,Lower Santa Ana,0.36835801
845M10601,845M10601_05192016_BMI_RWB_1,5/19/2016 0:00,33.90791,-117.88829,Orange,San Gabriel,0.71153666
403STC064,403STC064_05182016_BMI_RWB_1,5/18/2016 0:00,34.55806,-119.10361,Ventura,Santa Clara,0.64664889
903NP9LWF,903NP9LWF_05182016_BMI_RWB_1,5/18/2016 0:00,33.30962,-116.77768,San Diego,Northern San Diego,0.87378883
901M14126,901M14126_05172016_BMI_RWB_1,5/17/2016 0:00,33.54743,-117.7223,Orange,San Juan,0.58620272
905M21725,905M21725_05172016_BMI_RWB_1,5/17/2016 0:00,33.01795,-117.17811,San Diego,Central San Diego,0.62292098
905M21737,905M21737_05172016_BMI_RWB_1,5/17/2016 0:00,33.00405,-117.15264,San Diego,Central San Diego,0.58534395
801M12649,801M12649_05112016_BMI_RWB_MCM_1,5/11/2016 0:00,33.6885,-117.81997,Orange,Lower Santa Ana,0.42990484
SD-AP,SD-AP_05112016_BMI_RWB_MCM_1,5/11/2016 0:00,33.44761,-117.6121,Orange,San Juan,0.51391145
801SARBFC,801SARBFC_05102016_BMI_RWB_MCM_1,5/10/2016 0:00,34.16901682,-116.8208697,San Bernardino,Upper Santa Ana,1.04125929
909M24925,909M24925_05102016_BMI_RWB_1,5/10/2016 0:00,32.83848,-116.63814,San Diego,Southern San Diego,0.83628379
404R4S001,404R4S001_05052016_BMI_RWB_1,5/5/2016 0:00,34.16329,-118.81069,Ventura,Santa Monica Bay,0.67146852
902M18865,902M18865_05052016_BMI_RWB_1,5/5/2016 0:00,33.46728,-117.23022,Riverside,Northern San Diego,0.95978318
SMC03944,404R4S015_05042016_BMI_RWB_1,5/4/2016 0:00,34.14255,-118.75224,Ventura,Santa Monica Bay,0.3213513
404R4S056,404R4S056_05042016_BMI_RWB_1,5/4/2016 0:00,34.04587,-118.63873,Los Angeles,Santa Monica Bay,0.79118902
404R4S070,404R4S070_05042016_BMI_RWB_1,5/4/2016 0:00,34.042,-118.89747,Los Angeles,Santa Monica Bay,0.55542167
903WE0798,903WE0798_05042016_BMI_RWB_1,5/4/2016 0:00,33.33669,-116.82848,San Diego,Northern San Diego,0.89300943
903WE0900,903WE0900_05042016_BMI_RWB_1,5/4/2016 0:00,33.33052,-116.81511,San Diego,Northern San Diego,1.03004025
403R4S117,403R4S117_05032016_BMI_RWB_1,5/3/2016 0:00,34.58739,-118.45116,Los Angeles,Santa Clara,0.67490588
403R4S137,403R4S137_05032016_BMI_RWB_1,5/3/2016 0:00,34.44605,-118.4892,Los Angeles,Santa Clara,0.39682307
403R4S211,403R4S211_05032016_BMI_RWB_1,5/3/2016 0:00,34.57232,-118.46287,Los Angeles,Santa Clara,0.42303268
903FCPSPx,903FCPSPx_05032016_BMI_RWB_1,5/3/2016 0:00,33.3517,-116.91389,San Diego,Northern San Diego,0.9041314
903M20166,903M20166_05022016_BMI_RWB_1,5/2/2016 0:00,33.24022,-117.23564,San Diego,Northern San Diego,0.58084235
801M12644,801M12644_04282016_BMI_RWB_1,4/28/2016 0:00,33.89118,-117.76561,Orange,Lower Santa Ana,0.60951532
901M14134,901M14134_04252016_BMI_RWB_1,4/25/2016 0:00,33.59231,-117.63283,Orange,San Juan,0.65703544
903NP9PRC,903NP9PRC_04202016_BMI_RWB_1,4/20/2016 0:00,33.26041,-116.80917,San Diego,Northern San Diego,0.87811445
909S00282,909S00282_04202016_BMI_RWB_1,4/20/2016 0:00,32.87185,-116.61372,San Diego,Southern San Diego,1.00234364
911TJLCC2,911TJLCC2_04202016_BMI_RWB_1,4/20/2016 0:00,32.77887,-116.44162,San Diego,Southern San Diego,1.11886486
REF-BC,REF-BC_04202016_BMI_RWB_1,4/20/2016 0:00,33.63611,-117.55581,Orange,San Juan,0.91183341
907NP9OSD,907NP9OSD_04192016_BMI_RWB_1,4/19/2016 0:00,32.84705,-117.05037,San Diego,Mission Bay and San Diego River,0.63740415
911KCKCRX,911KCKCRx_04192016_BMI_RWB_1,4/19/2016 0:00,32.78745,-116.451,San Diego,Southern San Diego,1.048746
911S01142,911S01142_04192016_BMI_RWB_1,4/19/2016 0:00,32.73547,-116.65268,San Diego,Southern San Diego,0.89953775
901NP9BWR,901NP9BWR_04012016_BMI_RWB_1,4/1/2016 0:00,33.53063,-117.42908,Riverside,San Juan,0.91311878
911M24926,911M24926_03232016_BMI_RWB_1,3/23/2016 0:00,32.59782,-116.65687,San Diego,Southern San Diego,0.86460759
412M08602,412M08602_09302015_BMI_RWB_1,9/30/2015 0:00,33.97131,-118.16996,Los Angeles,Los Angeles,0.392952
412CE0732,412CE0732_09022015_BMI_RWB_MCM_1,9/2/2015 0:00,34.15513,-118.31261,Los Angeles,Los Angeles,0.58686676
412WE0896,412WE0896_09022015_BMI_RWB_1,9/2/2015 0:00,34.28771,-118.23008,Los Angeles,Los Angeles,0.88518212
402M00002,402M00002_08132015_BMI_RWB_MCM_1,8/13/2015 0:00,34.31063,-119.29916,Ventura,Ventura,0.70665225
412CE0616,412CE0616_07162015_BMI_RWB_MCM_1,7/16/2015 0:00,34.15397,-118.42994,Los Angeles,Los Angeles,0.65810396
412M08597,412M08597_07162015_BMI_RWB_MCM_1,7/16/2015 0:00,34.15524,-118.43907,Los Angeles,Los Angeles,0.68449102
404M07349,404M07349_07152015_BMI_RWB_1,7/15/2015 0:00,34.07803,-118.70166,Los Angeles,Santa Monica Bay,0.72307637
404M04532,404M04532_07142015_BMI_RWB_MCM_1,7/14/2015 0:00,34.1744,-118.78748,Ventura,Santa Monica Bay,0.3828235
408M03019,408M03019_07142015_BMI_RWB_1,7/14/2015 0:00,34.26742,-118.94037,Ventura,Calleguas,0.70430252
801MIC272,801MIC272_07092015_BMI_RWB_1,7/9/2015 0:00,34.08788,-116.91434,San Bernardino,Upper Santa Ana,0.69911719
903M20124,903M20124_07092015_BMI_RWB_1,7/9/2015 0:00,33.29947,-117.08415,San Diego,Northern San Diego,0.94250361
405PS0030,405PS0030_07082015_BMI_RWB_1,7/8/2015 0:00,34.23487,-117.80523,Los Angeles,San Gabriel,0.8567967
801M15377,801M15377_07072015_BMI_RWB_1,7/7/2015 0:00,34.21799,-117.46218,San Bernardino,Middle Santa Ana,0.97771552
801MLC069,801MLC069_07062015_BMI_RWB_1,7/6/2015 0:00,34.2481,-117.51276,San Bernardino,Middle Santa Ana,1.02323837
404M07346,404M07346_07012015_BMI_RWB_1,7/1/2015 0:00,33.8024,-118.39639,Los Angeles,Santa Monica Bay,0.65191934
801LYC062,801LYC062_07012015_BMI_RWB_1,7/1/2015 0:00,34.21257,-117.45844,San Bernardino,Middle Santa Ana,0.86911771
801M12611,801M12611_07012015_BMI_RWB_MCM_1,7/1/2015 0:00,33.80456,-117.86822,Orange,Lower Santa Ana,0.46110742
801M12625,801M12625_07012015_BMI_RWB_MCM_1,7/1/2015 0:00,33.69499,-117.93471,Orange,Lower Santa Ana,0.39691218
801MLC057,801MLC057_07012015_BMI_RWB_1,7/1/2015 0:00,34.25033,-117.54376,San Bernardino,Middle Santa Ana,0.78393432
405M10598,405M10598_06302015_BMI_RWB_MCM_1,6/30/2015 0:00,34.06991,-117.77146,Los Angeles,San Gabriel,0.37838388
405M10599,405M10599_06302015_BMI_RWB_MCM_1,6/30/2015 0:00,33.95045,-118.04896,Los Angeles,San Gabriel,0.309854
801M15376,801M15376_06302015_BMI_RWB_1,6/30/2015 0:00,34.082,-117.54148,San Bernardino,Middle Santa Ana,0.27350706
402M00009,402M00009_06292015_BMI_RWB_1,6/29/2015 0:00,34.41824,-119.37505,Ventura,Ventura,0.28871308
403M01505,403M01505_06292015_BMI_RWB_MCM_1,6/29/2015 0:00,34.41709,-118.92546,Ventura,Santa Clara,0.65127009
403M05757,403M05757_06292015_BMI_RWB_1,6/29/2015 0:00,34.54518,-118.43467,Los Angeles,Santa Clara,1.07962684
403M05758,403M05758_06292015_BMI_RWB_1,6/29/2015 0:00,34.43484,-118.61254,Los Angeles,Santa Clara,0.81188221
801M15366,801M15366_06292015_BMI_RWB_1,6/29/2015 0:00,34.1728,-117.26687,San Bernardino,Upper Santa Ana,0.90595353
904M21713,904M21713_06262015_BMI_RWB_1,6/26/2015 0:00,33.11944,-117.09511,San Diego,Central San Diego,0.50782231
905M21721,905M21721_06262015_BMI_RWB_1,6/26/2015 0:00,33.00843,-117.16525,San Diego,Central San Diego,0.67998428
801MIC034,801MIC034_06252015_BMI_RWB_1,6/25/2015 0:00,34.08909,-116.92669,San Bernardino,Upper Santa Ana,0.64551173
902M20161,902M20161_06252015_BMI_RWB_1,6/25/2015 0:00,33.4187,-117.14103,San Diego,Northern San Diego,0.45826737
904M21720,904M21720_06252015_BMI_RWB_1,6/25/2015 0:00,33.15678,-117.28243,San Diego,Central San Diego,0.75903649
407M01516,407M01516_06242015_BMI_RWB_MCM_1,6/24/2015 0:00,34.25539,-119.25498,Ventura,Santa Clara,0.43036113
481M15356,481M15356_06242015_BMI_RWB_1,6/24/2015 0:00,34.23115,-117.66159,Los Angeles,Middle Santa Ana,1.01564863
903M20153,903M20153_06242015_BMI_RWB_1,6/24/2015 0:00,33.31876,-117.10161,San Diego,Northern San Diego,0.94836156
901M14124,901M14124_06232015_BMI_RWB_MCM_1,6/23/2015 0:00,33.43535,-117.62556,Orange,San Juan,0.34086399
906M23302,906M23302_06232015_BMI_RWB_1,6/23/2015 0:00,32.81736,-117.19986,San Diego,Mission Bay and San Diego River,0.60686513
SMC00670,SMC00670_06232015_BMI_RWB_MCM_1,6/23/2015 0:00,33.86925,-117.90916,Orange,San Gabriel,0.57497012
403M01506,403M01506_06172015_BMI_RWB_MCM_1,6/17/2015 0:00,34.39739,-118.79347,Ventura,Santa Clara,0.71906753
SMC16169,SMC16169_06162015_BMI_RWB_1,6/16/2015 0:00,33.74655,-117.59351,Orange,Lower Santa Ana,0.79734254
408M03005,408M03005_06152015_BMI_RWB_MCM_1,6/15/2015 0:00,34.27001,-118.74203,Ventura,Calleguas,0.69394777
408M03015,408M03015_06152015_BMI_RWB_MCM_1,6/15/2015 0:00,34.20947,-118.88115,Ventura,Calleguas,0.65713445
402M00005,402M00005_06112015_BMI_RWB_1,6/11/2015 0:00,34.51364,-119.40097,Ventura,Ventura,0.9265801
905WE1018,905WE1018_06092015_BMI_RWB_1,6/9/2015 0:00,33.12423,-116.68157,San Diego,Central San Diego,0.70484419
404R4S089,404R4S089_05282015_BMI_RWB_1,5/28/2015 0:00,33.98426,-118.41426,Los Angeles,Santa Monica Bay,0.32052917
902M18864,902M18864_05062015_BMI_RWB_1,5/6/2015 0:00,33.49207,-117.24653,Riverside,Northern San Diego,1.08087775
907S01610,907S01610_05042015_BMI_RWB_1,5/4/2015 0:00,32.96675,-116.65275,San Diego,Mission Bay and San Diego River,0.9305125
403M05771,403M05771_04302015_BMI_RWB_1,4/30/2015 0:00,34.69939,-118.79476,Los Angeles,Santa Clara,0.8854396
404R4S009,404R4S009_04302015_BMI_RWB_1,4/30/2015 0:00,34.17601,-118.76169,Ventura,Santa Monica Bay,0.58002046
801M12617,801M12617_04302015_BMI_RWB_MCM_1,4/30/2015 0:00,33.65489,-117.77451,Orange,Lower Santa Ana,0.42237979
901M14118,901M14118_04302015_BMI_RWB_1,4/30/2015 0:00,33.6098,-117.62739,Orange,San Juan,0.91896909
906M23318,906M23318_04282015_BMI_RWB_1,4/28/2015 0:00,32.8249,-117.23035,San Diego,Mission Bay and San Diego River,0.41371016
907M23325,907M23325_04282015_BMI_RWB_1,4/28/2015 0:00,32.80233,-116.97166,San Diego,Mission Bay and San Diego River,0.51007511
405M10596,405M10596_04272015_BMI_RWB_1,4/27/2015 0:00,33.81024,-118.12821,Los Angeles,San Gabriel,0.31393324
911M24913,911M24913_04232015_BMI_RWB_1,4/23/2015 0:00,32.59027,-116.51532,San Diego,Southern San Diego,0.72197381
911M24916,911M24916_04232015_BMI_RWB_1,4/23/2015 0:00,32.54938,-116.99128,San Diego,Southern San Diego,0.55000172
907SDB047,907SDB047_04222015_BMI_RWB_1,4/22/2015 0:00,33.00755,-116.66464,San Diego,Mission Bay and San Diego River,0.69825164
802WE0658,802WE0658_04212015_BMI_RWB_1,4/21/2015 0:00,33.79824,-116.74831,Riverside,San Jacinto,0.95649537
907SDB016,907SDB016_04162015_BMI_RWB_1,4/16/2015 0:00,33.00595218,-116.7010731,San Diego,Mission Bay and San Diego River,0.80462718
801M16861,801M16861_04152015_BMI_RWB_1,4/15/2015 0:00,33.89732,-117.36136,Riverside,Middle Santa Ana,0.66835678
801M16873,801M16873_04152015_BMI_RWB_1,4/15/2015 0:00,33.90145,-117.4664,Riverside,Middle Santa Ana,0.53533643
403STC030,403STC030_04142015_BMI_RWB_1,4/14/2015 0:00,34.57,-119.15556,Ventura,Santa Clara,1.00671162
SMC01962,SMC01962_07172014_BMI_RWB_1,7/17/2014 0:00,32.66067,-117.03919,San Diego,Southern San Diego,0.62568647
SMC04661,SMC04661_07162014_BMI_RWB_1,7/16/2014 0:00,33.40606,-117.22499,San Diego,Northern San Diego,0.94156856
SMC03510,SMC03510_07152014_BMI_RWB_1,7/15/2014 0:00,32.56363,-116.78734,San Diego,Southern San Diego,0.84340088
SMC07128,SMC07128_07152014_BMI_RWB_1,7/15/2014 0:00,34.34428,-118.36042,Los Angeles,Los Angeles,0.8400695
SMC01909,SMC01909_07102014_BMI_RWB_1,7/10/2014 0:00,33.31128,-117.13885,San Diego,Northern San Diego,0.73108744
SMC00198,SMC00198_07092014_BMI_RWB_1,7/9/2014 0:00,32.93709,-117.13851,San Diego,Central San Diego,0.81475321
SMC00963,SMC00963_07092014_BMI_RWB_1,7/9/2014 0:00,33.56401,-117.6514,Orange,San Juan,0.87168743
SMC01049,SMC01049_07092014_BMI_RWB_1,7/9/2014 0:00,33.17733,-117.20403,San Diego,Central San Diego,0.64079334
SMC06496,SMC06496_07092014_BMI_RWB_1,7/9/2014 0:00,34.16554,-117.8911,Los Angeles,San Gabriel,0.59232318
SMC01990,SMC01990_07082014_BMI_RWB_1,7/8/2014 0:00,32.79653,-117.11327,San Diego,Mission Bay and San Diego River,0.66341859
SMC04600,SMC04600_07082014_BMI_RWB_1,7/8/2014 0:00,34.39728,-118.7105,Ventura,Santa Clara,0.85645952
SMC06904,SMC06904_07082014_BMI_RWB_1,7/8/2014 0:00,34.41963,-118.78769,Ventura,Santa Clara,0.7219673
SMC08150,SMC08150_07082014_BMI_RWB_1,7/8/2014 0:00,32.83731,-117.01975,San Diego,Mission Bay and San Diego River,0.7510035
801BRC184,801BRC184_06302014_BMI_RWB_1,6/30/2014 0:00,34.16546,-117.01553,San Bernardino,Upper Santa Ana,1.03972851
SMC02718,SMC02718_06302014_BMI_RWB_1,6/30/2014 0:00,33.88936,-117.88771,Orange,San Gabriel,0.47271099
SGUT504,SGUT504_06272014_BMI_RWB_1,6/27/2014 0:00,34.2377,-117.8203,Los Angeles,San Gabriel,0.90040446
802NJR147,802NJR147_06262014_BMI_RWB_1,6/26/2014 0:00,33.79427,-116.74714,Riverside,San Jacinto,0.83248911
