masterid,sampleid,sampledate,latitude,longitude,county,smcshed,csci
SMC03452,SMC03452_08152019_BMI_RWB_1,8/15/2019 0:00,34.30354,-117.8323,Los Angeles,San Gabriel,0.99089015
SMC01248,SMC01248_08082019_BMI_RWB_1,8/8/2019 0:00,34.25895,-117.74499,Los Angeles,San Gabriel,1.01837047
SMC00318,SMC00318_08072019_BMI_RWB_1,8/7/2019 0:00,33.81287,-118.20558,Los Angeles,Los Angeles,0.43852588
SMC00686,SMC00686_08072019_BMI_RWB_1,8/7/2019 0:00,34.0322,-117.83819,Los Angeles,San Gabriel,0.45053059
405CE0280,405CE0280_08052019_BMI_RWB_1,8/5/2019 0:00,34.23041,-117.74981,Los Angeles,San Gabriel,0.98666826
SMC01260,SMC01260_08052019_BMI_RWB_1,8/5/2019 0:00,34.06502,-117.97473,Los Angeles,San Gabriel,0.54741133
ME-VR2,ME-VR2_07312019_BMI_RWB_1,7/31/2019 0:00,34.34584,-119.29948,Ventura,Ventura,0.74031131
412S04204,SMC04204_07302019_BMI_RWB_1,7/30/2019 0:00,34.20358,-118.01853,Los Angeles,Los Angeles,0.93305283
408M03111,408M03111_07252019_BMI_RWB_1,7/25/2019 0:00,34.18105,-119.03278,Ventura,Calleguas,0.8310163
ME-CC,ME-CC_07252019_BMI_RWB_1,7/25/2019 0:00,34.17912,-119.03968,Ventura,Calleguas,0.54957169
408BA0836,SMC00836_07252019_BMI_RWB_1,7/25/2019 0:00,34.19071,-119.00511,Ventura,Calleguas,0.56419546
SMC03216,SMC03216_07242019_BMI_RWB_1,7/24/2019 0:00,34.28092,-117.84093,Los Angeles,San Gabriel,0.96234869
SMC03280,SMC03280_07242019_BMI_RWB_1,7/24/2019 0:00,34.25685,-117.85652,Los Angeles,San Gabriel,0.92323773
412WE0552,412WE0552_07232019_BMI_RWB_1,7/23/2019 0:00,34.23908,-118.18059,Los Angeles,Los Angeles,0.98967407
SMC00608,SMC00608_07222019_BMI_RWB_MCM_1,7/22/2019 0:00,34.12344,-117.90223,Los Angeles,San Gabriel,0.49789703
SMC12862,SMC12862_07222019_BMI_RWB_MCM_1,7/22/2019 0:00,33.92148,-118.11149,Los Angeles,San Gabriel,0.36548258
SMC20032,SMC20032_07222019_BMI_RWB_MCM_1,7/22/2019 0:00,33.87664,-118.10774,Los Angeles,San Gabriel,0.37837785
412M08646,412M08646_07162019_BMI_RWB_1,7/16/2019 0:00,34.1289,-118.08133,Los Angeles,Los Angeles,0.6284591
412M08647,412M08647_07162019_BMI_RWB_1,7/16/2019 0:00,34.27872,-118.30172,Los Angeles,Los Angeles,0.88337378
412CE0232,412CE0232_07152019_BMI_RWB_1,7/15/2019 0:00,34.15907,-118.45624,Los Angeles,Los Angeles,0.71065238
412M08645,412M08645_07152019_BMI_RWB_1,7/15/2019 0:00,34.28922,-118.50195,Los Angeles,Los Angeles,0.68225413
SMC01004,SMC01004_07152019_BMI_RWB_1,7/15/2019 0:00,34.15016,-118.16579,Los Angeles,Los Angeles,0.47982836
412M08599,412M08599_07112019_BMI_RWB_1,7/11/2019 0:00,34.10602,-118.24338,Los Angeles,Los Angeles,0.69628432
LALT500,LALT500_07112019_BMI_RWB_1,7/11/2019 0:00,33.93557,-118.17126,Los Angeles,Los Angeles,0.33448476
SGLT506,SGLT506_07102019_BMI_RWB_1,7/10/2019 0:00,34.06173,-117.99129,Los Angeles,San Gabriel,0.5133318
SMC03984,SMC03984_07102019_BMI_RWB_1,7/10/2019 0:00,34.24613,-117.90186,Los Angeles,San Gabriel,1.05015204
404M07372,404M07372_07092019_BMI_RWB_1,7/9/2019 0:00,34.13604,-118.75743,Los Angeles,Santa Monica Bay,0.54361912
404M07376,404M07376_07092019_BMI_RWB_1,7/9/2019 0:00,34.08222,-118.68792,Los Angeles,Santa Monica Bay,0.9654438
412M08641,412M08641_07082019_BMI_RWB_1,7/8/2019 0:00,34.30548,-118.06798,Los Angeles,Los Angeles,0.85571447
SMC01384,SMC01384_07082019_BMI_RWB_1,7/8/2019 0:00,34.0646,-118.70091,Los Angeles,Santa Monica Bay,0.90415548
SMC01640,SMC01640_07082019_BMI_RWB_1,7/8/2019 0:00,34.15335,-118.69679,Los Angeles,Santa Monica Bay,0.6082066
SMC01808,SMC01808_07082019_BMI_RWB_1,7/8/2019 0:00,34.3094,-118.07316,Los Angeles,Los Angeles,0.73910905
403M05832,403M05832_06272019_BMI_RWB_1,6/27/2019 0:00,34.54997,-118.50855,Los Angeles,Santa Clara,0.8560118
SMC00544,SMC00544_06272019_BMI_RWB_1,6/27/2019 0:00,34.14677,-117.74153,Los Angeles,San Gabriel,0.96456079
LALT501,LALT501_06262019_BMI_RWB_1,6/26/2019 0:00,34.08009,-118.22419,Los Angeles,Los Angeles,0.66462271
LALT502,LALT502_06262019_BMI_RWB_1,6/26/2019 0:00,33.84655,-118.20894,Los Angeles,Los Angeles,0.52650019
801WE1008,801WE1008_06252019_BMI_RWB_1,6/25/2019 0:00,34.18128,-116.91197,San Bernardino,Upper Santa Ana,0.41712903
403M05844,403M05844_06202019_BMI_RWB_1,6/20/2019 0:00,34.59423,-118.56356,Los Angeles,Santa Clara,0.85338558
403M01571,403M01571_06192019_BMI_RWB_1,6/19/2019 0:00,34.58667,-119.27994,Ventura,Santa Clara,0.91487305
403M01539,SMC00271_06192019_BMI_RWB_1,6/19/2019 0:00,34.5485,-119.16547,Ventura,Santa Clara,0.98464449
802S09698,SMC09698_06192019_BMI_RWB_1,6/19/2019 0:00,33.7459,-116.70739,Riverside,San Jacinto,0.53114892
SMC11581,SMC11581_06192019_BMI_RWB_1,6/19/2019 0:00,33.95246,-117.60611,Riverside,Middle Santa Ana,0.33756052
SMC31343,801S31343_06182019_BMI_RWB_1,6/18/2019 0:00,34.24087,-116.87125,San Bernardino,Upper Santa Ana,0.50250301
403BA0027,SMC00027_06182019_BMI_RWB_1,6/18/2019 0:00,34.66254,-119.05249,Ventura,Santa Clara,0.99545813
408M03051,408M03051_06172019_BMI_RWB_1,6/17/2019 0:00,34.26839,-118.9476,Ventura,Calleguas,0.61032721
801M15524,801M15524_06172019_BMI_RWB_1,6/17/2019 0:00,34.04813,-117.23001,San Bernardino,Upper Santa Ana,0.67935575
801M15530,801M15530_06172019_BMI_RWB_1,6/17/2019 0:00,34.07865,-117.06717,San Bernardino,Upper Santa Ana,0.76002938
901M14145,901M14145_06172019_BMI_RWB_1,6/17/2019 0:00,33.48818,-117.66682,Orange,San Juan,0.58495434
403M01661,ME-SCR2_06172019_BMI_RWB_1,6/17/2019 0:00,34.30608,-119.09618,Ventura,Santa Clara,0.92891065
408BA0660,SMC00660_06172019_BMI_RWB_1,6/17/2019 0:00,34.26784,-118.93781,Ventura,Calleguas,0.59640661
801M15547,801M15547_06122019_BMI_RWB_1,6/12/2019 0:00,34.23493,-116.95849,San Bernardino,Upper Santa Ana,0.63000143
801FC1089,801FC1089_06112019_BMI_RWB_1,6/11/2019 0:00,33.93082,-117.59398,Riverside,Middle Santa Ana,0.46668106
801MFC100,801MFC100_06112019_BMI_RWB_1,6/11/2019 0:00,34.22644,-116.93895,San Bernardino,Upper Santa Ana,1.14233024
402M00058,402M00058_06102019_BMI_RWB_1,6/10/2019 0:00,34.44552,-119.29586,Ventura,Ventura,0.74503991
402M00110,402M00110_06102019_BMI_RWB_1,6/10/2019 0:00,34.42735,-119.30364,Ventura,Ventura,0.85991575
402M00127,402M00127_06102019_BMI_RWB_1,6/10/2019 0:00,34.42503,-119.26342,Ventura,Ventura,0.67208205
909WE0662,909WE0662_06102019_BMI_RWB_1,6/10/2019 0:00,32.89957,-116.58789,San Diego,Southern San Diego,0.81053916
845PS0011,845PS0011_06062019_BMI_RWB_1,6/6/2019 0:00,33.88053,-117.89742,Orange,San Gabriel,0.62659972
SMC00702,SMC00702_06062019_BMI_RWB_MCM_1,6/6/2019 0:00,33.87795,-118.00297,Orange,San Gabriel,0.54375857
SMC01726,SMC01726_06062019_BMI_RWB_MCM_1,6/6/2019 0:00,33.86351,-117.98816,Orange,San Gabriel,0.42317883
801M12684,801M12684_06042019_BMI_RWB_1,6/4/2019 0:00,33.75073,-118.04144,Orange,Lower Santa Ana,0.40269926
906M23380,906M23380_06042019_BMI_RWB_1,6/4/2019 0:00,32.78855,-117.18675,San Diego,Mission Bay and San Diego River,0.6566362
SMC00206,SMC00206_06042019_BMI_RWB_1,6/4/2019 0:00,33.54359,-117.65963,Orange,San Juan,0.84147844
901M14149,901M14149_05292019_BMI_RWB_1,5/29/2019 0:00,33.56754,-117.74812,Orange,San Juan,0.64861394
908M24952,908M24952_05282019_BMI_RWB_1,5/28/2019 0:00,32.72548,-117.07251,San Diego,Southern San Diego,0.66059244
907M23405,907M23405_05202019_BMI_RWB_1,5/20/2019 0:00,32.86217,-117.00823,San Diego,Mission Bay and San Diego River,0.73279738
403M01560,403M01560_05152019_BMI_RWB_1,5/15/2019 0:00,34.23545,-119.21253,Ventura,Santa Clara,0.44703778
403M01580,403M01580_05152019_BMI_RWB_1,5/15/2019 0:00,34.23495,-119.23075,Ventura,Santa Clara,0.54860281
403BA0047,SMC00047_05152019_BMI_RWB_1,5/15/2019 0:00,34.27084,-119.1524,Ventura,Santa Clara,0.62929054
404M07375,404M07375_05142019_BMI_RWB_1,5/14/2019 0:00,34.0915,-118.6697,Los Angeles,Santa Monica Bay,0.84728289
905DGCC1x,905DGCC1x_05132019_BMI_RWB_1,5/13/2019 0:00,33.1579419,-116.85173,San Diego,Central San Diego,1.12322612
801M16957,801M16957_05102019_BMI_RWB_1,5/10/2019 0:00,33.85539,-117.3551,Riverside,Middle Santa Ana,0.48796722
802M16985,802M16985_05102019_BMI_RWB_1,5/10/2019 0:00,33.67433,-117.26734,Riverside,San Jacinto,0.79571307
SMC00105,SMC00105_05102019_BMI_RWB_1,5/10/2019 0:00,33.74651,-117.58423,Orange,Lower Santa Ana,0.76327024
SMC00873,SMC00873_05102019_BMI_RWB_1,5/10/2019 0:00,33.59849,-117.62668,Orange,San Juan,0.70609562
404M04674,404M04674_05092019_BMI_RWB_1,5/9/2019 0:00,34.1462,-118.85088,Ventura,Santa Monica Bay,0.43433915
408M03100,408M03100_05092019_BMI_RWB_1,5/9/2019 0:00,34.1812,-119.0871,Ventura,Calleguas,0.44616083
901BELOLV,901BELOLV_05092019_BMI_RWB_1,5/9/2019 0:00,33.6406,-117.5531,Orange,San Juan,0.87496058
902M18909,902M18909_05092019_BMI_RWB_1,5/9/2019 0:00,33.46607,-117.19794,Riverside,Northern San Diego,0.87641516
902S01097,SMC01097_05092019_BMI_RWB_1,5/9/2019 0:00,33.48724,-117.25537,Riverside,Northern San Diego,0.96796698
903NP9UAC,903NP9UAC_05072019_BMI_RWB_1,5/7/2019 0:00,33.32036,-116.62265,San Diego,Northern San Diego,0.72933851
905PS0026,905PS0026_05072019_BMI_RWB_1,5/7/2019 0:00,33.10697,-116.86545,San Diego,Central San Diego,0.96085167
906M21774,906M21774_05072019_BMI_RWB_1,5/7/2019 0:00,32.93392,-117.05882,San Diego,Central San Diego,0.71617184
907SDBOC2,907SDBOC2_05042019_BMI_RWB_1,5/4/2019 0:00,32.96353,-116.66406,San Diego,Mission Bay and San Diego River,1.10544707
903ACPCT1,903ACPCT1_05032019_BMI_RWB_1,5/3/2019 0:00,33.29595,-116.63863,San Diego,Northern San Diego,1.07102217
909M24951,909M24951_04302019_BMI_RWB_1,4/30/2019 0:00,32.77066,-116.81351,San Diego,Southern San Diego,0.7777395
909M24953,909M24953_04302019_BMI_RWB_1,4/30/2019 0:00,32.80613,-116.79967,San Diego,Southern San Diego,0.81164071
906M23361,906M23361_04292019_BMI_RWB_1,4/29/2019 0:00,32.84373,-117.21115,San Diego,Mission Bay and San Diego River,0.67697714
902NP9CWC,902NP9CWC_04262019_BMI_RWB_1,4/26/2019 0:00,33.41925,-116.86102,San Diego,Northern San Diego,0.93595685
801M12678,801M12678_04252019_BMI_RWB_1,4/25/2019 0:00,33.79594,-117.70467,Orange,Lower Santa Ana,0.69776262
911NP9EPC,911NP9EPC_04242019_BMI_RWB_1,4/24/2019 0:00,32.74481,-116.6488,San Diego,Southern San Diego,0.91534614
801M12675,801M12675_04232019_BMI_RWB_1,4/23/2019 0:00,33.81308,-117.85819,Orange,Lower Santa Ana,0.49429993
911NP9HTC,911NP9HTC_04232019_BMI_RWB_1,4/23/2019 0:00,32.75409,-116.66267,San Diego,Southern San Diego,0.87513219
408M03116,408M03116_08212018_BMI_RWB_1,8/21/2018 0:00,34.17233,-119.09741,Ventura,Calleguas,0.47533384
SMC02656,SMC02656_08062018_BMI_RWB_MCM_1,8/6/2018 0:00,34.07498,-117.87216,Los Angeles,San Gabriel,0.46469457
SMC02568,SMC02568_08022018_BMI_RWB_1,8/2/2018 0:00,34.27866,-118.22031,Los Angeles,Los Angeles,1.08854903
402M00066,402M00066_07232018_BMI_RWB_1,7/23/2018 0:00,34.29325,-119.30742,Ventura,Ventura,0.76507141
402M00082,402M00082_07232018_BMI_RWB_1,7/23/2018 0:00,34.29004,-119.30801,Ventura,Ventura,0.44131737
ME-SCR,ME-SCR_07112018_BMI_RWB_MCM_1,7/11/2018 0:00,34.30063,-119.1097,Ventura,Santa Clara,0.62646106
SMC08766,SMC08766_07102018_BMI_RWB_MCM_1,7/10/2018 0:00,33.90192,-118.10859,Los Angeles,San Gabriel,0.3162225
SMC09534,SMC09534_07102018_BMI_RWB_MCM_1,7/10/2018 0:00,33.83832,-118.09487,Los Angeles,San Gabriel,0.4232468
SMC16832,SMC16832_07102018_BMI_RWB_MCM_1,7/10/2018 0:00,33.88444,-118.10855,Los Angeles,San Gabriel,0.30514122
SMC02976,SMC02976_07092018_BMI_RWB_1,7/9/2018 0:00,34.2579,-117.75661,Los Angeles,San Gabriel,1.06858843
SMC00480,SMC00480_07022018_BMI_RWB_1,7/2/2018 0:00,34.23434,-117.73155,Los Angeles,San Gabriel,0.97386928
408M03119,408M03119_06282018_BMI_RWB_MCM_1,6/28/2018 0:00,34.2277,-118.97224,Ventura,Calleguas,0.37067406
410M01628,410M01628_06282018_BMI_RWB_1,6/28/2018 0:00,34.1625,-119.16675,Ventura,Santa Clara,0.30845363
404M07365,404M07365_06272018_BMI_RWB_1,6/27/2018 0:00,34.04241,-118.51361,Los Angeles,Santa Monica Bay,0.70444342
801M15511,801M15511_06212018_BMI_RWB_1,6/21/2018 0:00,34.17707,-116.84426,San Bernardino,Upper Santa Ana,1.22761944
SMC00382,SMC00382_06212018_BMI_RWB_1,6/21/2018 0:00,34.04437,-117.99413,Los Angeles,San Gabriel,0.35264336
SGUT501,405BRCASG_06202018_BMI_RWB_1,6/20/2018 0:00,34.24092,-117.88449,Los Angeles,San Gabriel,1.10929468
412M08642,412M08642_06202018_BMI_RWB_1,6/20/2018 0:00,34.0472,-118.22979,Los Angeles,Los Angeles,0.67641607
SMC00756,SMC00756_06202018_BMI_RWB_1,6/20/2018 0:00,34.14956,-118.39156,Los Angeles,Los Angeles,0.50073045
404M04624,404M04624_06192018_BMI_RWB_1,6/19/2018 0:00,34.18241,-118.78924,Ventura,Santa Monica Bay,0.66593688
405SGRAAG,405SGRAAG_06192018_BMI_RWB_1,6/19/2018 0:00,34.26448,-117.74751,Los Angeles,San Gabriel,0.99946693
408M03115,408M03115_06192018_BMI_RWB_1,6/19/2018 0:00,34.26752,-118.94539,Ventura,Calleguas,0.67735074
SMC02088,SMC02088_06182018_BMI_RWB_1,6/18/2018 0:00,34.30226,-118.25959,Los Angeles,Los Angeles,0.9364029
SMC02092,SMC02092_06182018_BMI_RWB_1,6/18/2018 0:00,34.27948,-118.20684,Los Angeles,Los Angeles,1.01608787
402M00114,402M00114_06142018_BMI_RWB_1,6/14/2018 0:00,34.41665,-119.37011,Ventura,Ventura,0.84753452
404S08040,404S08040_06142018_BMI_RWB_1,6/14/2018 0:00,34.14358,-118.75527,Los Angeles,Santa Monica Bay,0.35203768
403M01565,403M01565_06132018_BMI_RWB_1,6/13/2018 0:00,34.38023,-119.06545,Ventura,Santa Clara,0.7764883
403M01626,403M01626_06132018_BMI_RWB_1,6/13/2018 0:00,34.43605,-119.0864,Ventura,Santa Clara,0.95654916
404S01128,404BA1128_06132018_BMI_RWB_1,6/13/2018 0:00,34.10389,-118.71271,Los Angeles,Santa Monica Bay,0.77630304
404S16516,404S16516_06132018_BMI_RWB_1,6/13/2018 0:00,34.12998,-118.75648,Los Angeles,Santa Monica Bay,0.61767239
404S03048,404S03048_06122018_BMI_RWB_1,6/12/2018 0:00,34.18426,-118.79089,Ventura,Santa Monica Bay,0.75219432
404S05992,404S05992_06122018_BMI_RWB_MCM_1,6/12/2018 0:00,34.15698,-118.7588,Los Angeles,Santa Monica Bay,0.60723579
404BA1144,404BA1144_06112018_BMI_RWB_1,6/11/2018 0:00,34.06064,-118.63755,Los Angeles,Santa Monica Bay,1.12155267
408BA0036,SMC00036_06112018_BMI_RWB_1,6/11/2018 0:00,34.21502,-118.87899,Ventura,Calleguas,0.67220991
403WE0905,403WE0905_06072018_BMI_RWB_1,6/7/2018 0:00,34.55734,-119.24876,Ventura,Santa Clara,0.60791256
801M15447,801M15447_06072018_BMI_RWB_1,6/7/2018 0:00,34.1669,-116.88835,San Bernardino,Upper Santa Ana,1.12647216
403WE0534,403WE0534_06062018_BMI_RWB_1,6/6/2018 0:00,34.61359,-118.77983,Los Angeles,Santa Clara,0.85300091
403WE0535,403WE0535_06062018_BMI_RWB_1,6/6/2018 0:00,34.43957,-118.75907,Ventura,Santa Clara,0.80802172
801M15479,801M15479_06062018_BMI_RWB_1,6/6/2018 0:00,34.09881,-117.02622,San Bernardino,Upper Santa Ana,0.89509191
801M16973,801M16973_06062018_BMI_RWB_1,6/6/2018 0:00,33.93481,-117.34516,Riverside,Middle Santa Ana,0.71278041
801M16976,801M16976_06062018_BMI_RWB_1,6/6/2018 0:00,34.01604,-117.37024,Riverside,Middle Santa Ana,0.80643166
801S01671,801S01671_06062018_BMI_RWB_1,6/6/2018 0:00,34.16963,-116.82558,San Bernardino,Upper Santa Ana,1.19417186
403WE0682,403WE0682_06052018_BMI_RWB_1,6/5/2018 0:00,34.57066,-118.38974,Los Angeles,Santa Clara,0.78565637
403WE0683,403WE0683_06052018_BMI_RWB_1,6/5/2018 0:00,34.43952,-119.07616,Ventura,Santa Clara,1.09155652
801WE1132,801WE1132_06052018_BMI_RWB_1,6/5/2018 0:00,34.13332,-116.84289,San Bernardino,Upper Santa Ana,1.10295932
403WE0560,403WE0560_06042018_BMI_RWB_1,6/4/2018 0:00,34.55841,-119.14079,Ventura,Santa Clara,0.77567862
412M08640,412M08640_05302018_BMI_RWB_1,5/30/2018 0:00,34.22095,-118.54618,Los Angeles,Los Angeles,0.35212493
902USM828,902USM828_05302018_BMI_RWB_1,5/30/2018 0:00,33.47335,-117.14344,Riverside,Northern San Diego,0.87864187
904WE1125,904WE1125_05292018_BMI_RWB_1,5/29/2018 0:00,33.09896,-117.12876,San Diego,Central San Diego,0.87281449
906M21770,906M21770_05292018_BMI_RWB_1,5/29/2018 0:00,32.90376,-117.22665,San Diego,Central San Diego,0.65211479
907SDCHC3,907SDCHC3_05292018_BMI_RWB_1,5/29/2018 0:00,32.84722,-116.80694,San Diego,Mission Bay and San Diego River,1.00589402
902LMC778,902LMC778_05242018_BMI_RWB_1,5/24/2018 0:00,33.47789,-117.14212,Riverside,Northern San Diego,0.56541161
902LTC777,902LTC777_05242018_BMI_RWB_1,5/24/2018 0:00,33.47417,-117.13757,Riverside,Northern San Diego,0.77068858
412M08643,412M08643_05232018_BMI_RWB_1,5/23/2018 0:00,33.8084,-118.20559,Los Angeles,Los Angeles,0.34593202
SMC00440,SMC00440_05232018_BMI_RWB_1,5/23/2018 0:00,34.28658,-118.52966,Los Angeles,Los Angeles,0.68133891
902WE0888,902WE0888_05172018_BMI_RWB_1,5/17/2018 0:00,33.45407,-117.30182,San Diego,Northern San Diego,0.88144408
903ACPCT2,903ACPCT2_05172018_BMI_RWB_1,5/17/2018 0:00,33.30332,-116.63567,San Diego,San Luis Rey,0.91718418
403M05800,403M05800_05162018_BMI_RWB_1,5/16/2018 0:00,34.52907,-118.52244,Los Angeles,Santa Clara,0.99139831
403M05798,403M05798_05152018_BMI_RWB_1,5/15/2018 0:00,34.3633,-118.42772,Los Angeles,Santa Clara,0.79985485
403WE1027,403WE1027_05092018_BMI_RWB_1,5/9/2018 0:00,34.72654,-119.02842,Ventura,Santa Clara,0.84158672
911CCH80x,911CCH80x_05092018_BMI_RWB_1,5/9/2018 0:00,32.78803,-116.49761,San Diego,Southern San Diego,0.92043457
402SNPMCR,402SNPMCR_05082018_BMI_RWB_1,5/8/2018 0:00,34.50509,-119.37741,Ventura,Ventura,0.603743
902M18901,902M18901_05012018_BMI_RWB_1,5/1/2018 0:00,33.49624,-117.20413,Riverside,Northern San Diego,0.94838742
903CVPCT,903CVPCT_04302018_BMI_RWB_1,4/30/2018 0:00,33.26801,-116.6394,San Diego,Northern San Diego,0.95197923
904M21764,904M21764_04172018_BMI_RWB_1,4/17/2018 0:00,33.2075,-117.28072,San Diego,Central San Diego,0.56131802
911M24949,911M24949_04112018_BMI_RWB_1,4/11/2018 0:00,32.80946,-116.43979,San Diego,Southern San Diego,0.93494148
404R4S082,404R4S082_08092017_BMI_RWB_1,8/9/2017 0:00,34.08976,-118.91176,Los Angeles,Santa Monica Bay,0.71888205
404BA0852,404BA0852_08082017_BMI_RWB_1,8/8/2017 0:00,34.07877,-118.82037,Los Angeles,Santa Monica Bay,0.6757857
SMC00208,SMC00208_07212017_BMI_RWB_1,7/21/2017 0:00,34.24464,-117.90908,Los Angeles,San Gabriel,1.21711132
403R4S225,403R4S225_07202017_BMI_RWB_1,7/20/2017 0:00,34.39739,-119.07745,Ventura,Santa Clara,1.08741602
403WE0540,403WE0540_07182017_BMI_RWB_1,7/18/2017 0:00,34.65136,-119.11845,Ventura,Santa Clara,0.66138554
405PS0011,405PS0011_06292017_BMI_RWB_1,6/29/2017 0:00,33.88054,-117.89743,Orange,San Gabriel,0.70222656
801M12669,801M12669_06292017_BMI_RWB_1,6/29/2017 0:00,33.69499,-117.85583,Orange,Lower Santa Ana,0.15672282
801PFB019,801PFB019_06272017_BMI_RWB_1,6/27/2017 0:00,33.92417,-117.59778,Riverside,Middle Santa Ana,0.69309601
801RB8312,801RB8312_06272017_BMI_RWB_MCM_1,6/27/2017 0:00,33.95718,-117.53012,Riverside,Middle Santa Ana,0.72384288
907M23343,907M23343_06272017_BMI_RWB_1,6/27/2017 0:00,32.83203,-116.77732,San Diego,Mission Bay and San Diego River,0.80992589
801SAR151,801SAR151_06222017_BMI_RWB_MCM_1,6/22/2017 0:00,33.98873,-117.39614,Riverside,Middle Santa Ana,0.80832159
901ATCDOS,TC-DO_06222017_BMI_RWB_1,6/22/2017 0:00,33.4981,-117.66593,Orange,San Juan,0.35386645
801RB8356,801RB8356_06212017_BMI_RWB_MCM_1,6/21/2017 0:00,33.9313,-117.58815,Riverside,Middle Santa Ana,0.77408864
801SAROCR,801SAROCR_06212017_BMI_RWB_MCM_1,6/21/2017 0:00,33.931667,-117.592222,Riverside,Middle Santa Ana,0.60991653
LALT503,LALT503_06212017_BMI_RWB_1,6/21/2017 0:00,34.14832,-118.38907,Los Angeles,Los Angeles,0.37208459
901M14137,901M14137_06202017_BMI_RWB_1,6/20/2017 0:00,33.49418,-117.71659,Orange,San Juan,0.43622213
901M14138,901M14138_06202017_BMI_RWB_1,6/20/2017 0:00,33.57688,-117.63999,Orange,San Juan,0.80858689
801RB8494,801RB8494_06192017_BMI_RWB_MCM_1,6/19/2017 0:00,33.96292,-117.47379,Riverside,Middle Santa Ana,0.77442026
907M23346,907M23346_06152017_BMI_RWB_1,6/15/2017 0:00,33.00467,-116.68435,San Diego,Mission Bay and San Diego River,0.92622394
SMC00428,SMC00428_06152017_BMI_RWB_1,6/15/2017 0:00,34.2481,-118.04976,Los Angeles,San Gabriel,0.97378648
SMC04524,SMC04524_06152017_BMI_RWB_1,6/15/2017 0:00,34.24761,-118.03367,Los Angeles,San Gabriel,1.23759078
SMC00520,SMC00520_06142017_BMI_RWB_1,6/14/2017 0:00,34.29626,-118.28252,Los Angeles,Los Angeles,0.77938373
907M23342,907M23342_06132017_BMI_RWB_1,6/13/2017 0:00,32.99095,-116.59072,San Diego,Mission Bay and San Diego River,0.76608904
903M20208,903M20208_06122017_BMI_RWB_1,6/12/2017 0:00,33.32691,-117.12282,San Diego,Northern San Diego,0.97621669
903M20213,903M20213_06122017_BMI_RWB_1,6/12/2017 0:00,33.30566,-117.13364,San Diego,Northern San Diego,1.03757337
404M07360,404M07360_06082017_BMI_RWB_1,6/8/2017 0:00,34.15459,-118.75848,Los Angeles,Santa Monica Bay,0.64728252
404M07362,404M07362_06082017_BMI_RWB_1,6/8/2017 0:00,33.8009,-118.38703,Los Angeles,Santa Monica Bay,0.38720168
403M05785,403M05785_06062017_BMI_RWB_1,6/6/2017 0:00,34.37091,-118.47199,Los Angeles,Santa Clara,0.88121536
404M07361,404M07361_06062017_BMI_RWB_1,6/6/2017 0:00,34.10164,-118.62119,Los Angeles,Santa Monica Bay,0.69137852
412M08638,412M08638_06062017_BMI_RWB_1,6/6/2017 0:00,34.20922,-118.17119,Los Angeles,Los Angeles,0.99367663
403M05795,403M05795_06052017_BMI_RWB_1,6/5/2017 0:00,34.60898,-118.77961,Los Angeles,Santa Clara,0.87483541
REF-TCAS,REF-TCAS_06012017_BMI_RWB_1,6/1/2017 0:00,33.67399,-117.53722,Orange,San Juan,0.86852156
SJC-74,SJC-74_06012017_BMI_RWB_1,6/1/2017 0:00,33.51925,-117.62523,Orange,San Juan,0.7148277
801M16932,801M16932_05312017_BMI_RWB_1,5/31/2017 0:00,33.94279,-117.32362,Riverside,Middle Santa Ana,0.78874397
801M16949,801M16949_05312017_BMI_RWB_1,5/31/2017 0:00,33.8732,-117.44195,Riverside,Middle Santa Ana,0.71202992
SMC00436,SMC00436_05312017_BMI_RWB_1,5/31/2017 0:00,34.149,-118.27863,Los Angeles,Los Angeles,0.61035666
408M03047,408M03047_05302017_BMI_RWB_1,5/30/2017 0:00,34.17338,-119.0517,Ventura,Calleguas,0.64604322
408M03052,408M03052_05302017_BMI_RWB_MCM_1,5/30/2017 0:00,34.18063,-119.1039,Ventura,Calleguas,0.45421186
403M01538,403M01538_05252017_BMI_RWB_1,5/25/2017 0:00,34.41199,-118.83067,Ventura,Santa Clara,0.82583116
403M01553,403M01553_05252017_BMI_RWB_1,5/25/2017 0:00,34.43845,-118.92539,Ventura,Santa Clara,1.003965
SMC01567,402S01567_05242017_BMI_RWB_1,5/24/2017 0:00,34.5096,-119.3837,Ventura,Ventura,0.71334417
801S03488,801S03488_05242017_BMI_RWB_1,5/24/2017 0:00,34.24801,-117.62685,San Bernardino,Middle Santa Ana,1.05747129
SMC00924,SMC00924_05242017_BMI_RWB_1,5/24/2017 0:00,34.22394,-118.18053,Los Angeles,Los Angeles,0.91430341
403STC010,403STC010_05232017_BMI_RWB_1,5/23/2017 0:00,34.53306,-119.15833,Ventura,Santa Clara,0.97662632
801SAMI1x,801SAMI1x_05232017_BMI_RWB_1,5/23/2017 0:00,34.0827,-116.8937,San Bernardino,Upper Santa Ana,0.84703901
801M12652,801M12652_05182017_BMI_RWB_1,5/18/2017 0:00,33.71785,-117.997,Orange,Lower Santa Ana,0.4613421
801M12665,801M12665_05182017_BMI_RWB_1,5/18/2017 0:00,33.64903,-117.69704,Orange,Lower Santa Ana,0.74593263
902M18893,902M18893_05182017_BMI_RWB_1,5/18/2017 0:00,33.45304,-117.17403,Riverside,Northern San Diego,0.86762302
